open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_of_trades,taker_buy_base,taker_buy_quote
2019-08-14 20:00:00,10140.74,10283.94,9928.1,10050.37,8249.503711,2019-08-14 23:59:59.999,83436161.94112109,87029,3757.34518,38036711.42372841
2019-08-15 00:00:00,10055.16,10234.08,10030.52,10095.05,4803.615287,2019-08-15 01:59:59.999,48620338.7990265,44639,2042.471082,20688488.18515624
2019-08-15 08:00:00,10085.65,10219.7,9945.86,10158.55,6225.21748,2019-08-15 11:59:59.999,62923226.91259758,61649,3201.573074,32362313.91889519
2019-08-15 12:00:00,10160.14,10180.0,9911.0,10094.59,8517.943013,2019-08-15 15:59:59.999,85410560.35405068,89972,4373.793538,43862137.56547074
2019-08-15 16:00:00,10092.96,10165.0,9980.0,10106.68,6260.754488,2019-08-15 19:59:59.999,63011733.5253341,56228,3318.020397,33414771.1149481
2019-08-15 20:00:00,10106.68,10460.0,10090.57,10293.93,12366.920852,2019-08-15 23:59:59.999,127739995.49690235,120880,6652.224827,68731734.81978615
2019-08-16 00:00:00,10296.77,10417.0,10250.0,10324.61,4374.789967,2019-08-16 03:59:59.999,45254707.48995556,58358,2186.602352,22620860.50907734
2019-08-16 04:00:00,10327.02,10342.2,9750.0,9937.0,14294.878404,2019-08-16 07:59:59.999,142676159.70307076,123103,5974.178045,59571593.94484978
2019-08-16 08:00:00,9937.57,10225.0,9810.0,10148.92,8683.739644,2019-08-16 11:59:59.999,87096889.38854302,84317,4597.127818,46173115.07257219
2019-08-16 12:00:00,10146.73,10469.0,10037.97,10386.04,10560.466707,2019-08-16 15:59:59.999,108077172.78200798,93788,6058.51682,62034638.52935467
2019-08-16 16:00:00,10388.99,10536.03,10306.0,10451.75,8045.921049,2019-08-16 19:59:59.999,83974103.83355597,77486,4060.501571,42365735.88004584
2019-08-16 20:00:00,10451.75,10515.0,10222.0,10331.54,5798.347147,2019-08-16 23:59:59.999,60179413.20064323,67688,2941.104931,30535302.96259192
2019-08-17 00:00:00,10331.15,10421.92,10201.0,10284.87,4509.678674,2019-08-17 03:59:59.999,46478854.68126818,57266,2512.282421,25893679.78485769
