open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_of_trades,taker_buy_base,taker_buy_quote
2021-01-15 17:00:00,36149.47,36154.75,35350.0,35947.31,7410.887997,2021-01-15 17:59:59.999,265150289.62610623,129446,3868.837738,138492449.66717973
2021-01-15 18:00:00,35947.31,36433.51,34812.23,35421.55,7136.055299,2021-01-15 18:59:59.999,254109822.19889122,140400,3353.469693,119635002.34573689
2021-01-15 19:00:00,35421.56,35928.69,35080.05,35217.26,4051.588722,2021-01-15 19:59:59.999,144088610.8890368,96389,2125.5806,75623155.37661456
2021-01-15 20:00:00,35218.94,35746.24,34801.15,35605.7,5526.419085,2021-01-15 20:59:59.999,194574672.9651702,129250,2745.100186,96708743.86237256
2021-01-15 21:00:00,35605.7,36431.75,35554.13,36234.05,4285.708843,2021-01-15 21:59:59.999,154450136.605426,95751,2264.09355,81652223.93966392
2021-01-15 22:00:00,36233.76,36888.0,35950.63,36600.0,3398.855783,2021-01-15 22:59:59.999,124165898.57420053,86901,1504.960712,54949284.35710958
2021-01-15 23:00:00,36600.0,36888.0,36401.22,36742.22,2240.110587,2021-01-15 23:59:59.999,82093046.67945538,63979,1116.098719,40903378.66703621
2021-01-16 00:00:00,36737.43,37428.05,36724.17,37159.51,4169.146802,2021-01-16 00:59:59.999,155099149.94530764,92947,2105.124385,78296806.17964554
2021-01-16 01:00:00,37159.51,37669.0,36902.38,37005.86,4102.259275,2021-01-16 01:59:59.999,152987555.2390843,86508,2132.302293,79520839.778755
2021-01-16 02:00:00,37003.76,37227.16,36000.0,36224.51,4298.866339,2021-01-16 02:59:59.999,157512107.31706417,91436,2079.763116,76218717.77990697
2021-01-16 03:00:00,36224.51,36738.43,35852.93,36532.92,3426.000503,2021-01-16 03:59:59.999,124459038.14279918,72075,1759.165589,63946717.95769295
2021-01-16 04:00:00,36532.92,36700.0,36127.16,36574.54,2089.282085,2021-01-16 04:59:59.999,76042648.71232054,51540,1015.36945,36958454.75759945
2021-01-16 05:00:00,36575.37,36646.43,35520.0,35854.37,4007.389585,2021-01-16 05:59:59.999,143871289.0298114,81056,1591.053637,57154848.42616431
2021-01-16 06:00:00,35854.37,36377.54,35823.8,36112.42,3043.317624,2021-01-16 06:59:59.999,109946261.5120776,66774,1574.063515,56865537.86022015
2021-01-16 07:00:00,36110.57,36959.61,36076.5,36574.86,3648.988053,2021-01-16 07:59:59.999,133766788.4346468,83125,1879.865068,68904117.01046307
2021-01-16 08:00:00,36565.74,37500.0,36375.88,37464.3,4175.618239,2021-01-16 08:59:59.999,154678945.75854647,97079,2339.74381,86717137.69031955
2021-01-16 09:00:00,37462.57,37666.66,37200.0,37448.77,3311.739104,2021-01-16 09:59:59.999,123784828.41268273,79132,1713.313903,64050800.71606176
2021-01-16 10:00:00,37448.78,37950.0,37300.0,37410.66,4139.978807,2021-01-16 10:59:59.999,155846935.3635184,96097,1954.088022,73580342.23717523
2021-01-16 11:00:00,37410.67,37838.23,37179.41,37680.0,2918.80035,2021-01-16 11:59:59.999,109448933.45229068,98264,1554.107384,58282228.87935096
2021-01-16 12:00:00,37680.0,37886.0,36712.0,37357.15,4677.641269,2021-01-16 12:59:59.999,174585140.142493,104964,2235.805701,83495700.3801237
2021-01-16 13:00:00,37357.15,37681.99,37058.76,37143.51,3239.400688,2021-01-16 13:59:59.999,121224096.96841568,85259,1607.284835,60162129.37671651
2021-01-16 14:00:00,37148.15,37356.26,36671.2,37232.19,3525.255557,2021-01-16 14:59:59.999,130637025.55110464,90082,1698.174926,62944541.75797344
2021-01-16 15:00:00,37232.19,37680.0,36983.05,37461.99,3462.801465,2021-01-16 15:59:59.999,129390956.2418678,102346,1880.208385,70287335.6018739
2021-01-16 16:00:00,37463.46,37713.94,36921.0,37231.41,3881.93071,2021-01-16 16:59:59.999,144688348.2918305,109582,1909.52655,71195606.41501135
2021-01-16 17:00:00,37231.42,37299.99,36800.0,36860.97,2512.100908,2021-01-16 17:59:59.999,92955189.33630733,70046,1212.636594,44877028.64481656
2021-01-16 18:00:00,36859.24,37165.9,36400.0,36484.95,2411.279809,2021-01-16 18:59:59.999,88899219.78650334,69608,1127.247381,41590115.37101633
2021-01-16 19:00:00,36484.95,36621.3,36200.0,36376.39,3971.874623,2021-01-16 19:59:59.999,144665412.75847924,88832,2175.883366,79277640.73861669
2021-01-16 20:00:00,36376.39,36800.0,36235.6,36711.16,3324.72866,2021-01-16 20:59:59.999,121573306.03804705,68829,1890.825102,69120690.03196189
2021-01-16 21:00:00,36713.85,36717.0,35684.82,35924.44,5744.883332,2021-01-16 21:59:59.999,207415636.40443185,105481,2039.080956,73669691.29040968
2021-01-16 22:00:00,35910.07,36194.53,35357.8,36121.12,3505.766993,2021-01-16 22:59:59.999,125545020.17201991,93386,1543.871259,55326157.74147853
2021-01-16 23:00:00,36127.2,36480.0,35900.0,35994.98,2759.380728,2021-01-16 23:59:59.999,99816503.13763423,81915,1401.918509,50716935.38798084
2021-01-17 00:00:00,35994.98,36472.72,35520.0,36396.42,3726.445506,2021-01-17 00:59:59.999,134085309.53711128,103985,1957.462516,70454005.5110744
2021-01-17 01:00:00,36396.42,36727.26,36176.66,36715.63,2847.948884,2021-01-17 01:59:59.999,103572557.5924332,67933,1650.654464,60049202.69903055
2021-01-17 02:00:00,36715.63,36744.05,36235.0,36419.68,1927.694738,2021-01-17 02:59:59.999,70310805.17210124,61836,910.162102,33193187.34334062
2021-01-17 03:00:00,36419.68,36541.88,35978.0,36177.0,2021.331779,2021-01-17 03:59:59.999,73300672.04992026,60538,954.069542,34599084.80359322
2021-01-17 04:00:00,36177.0,36382.38,35822.62,35847.46,2093.289096,2021-01-17 04:59:59.999,75569739.2678935,53616,861.15334,31093493.92495674
2021-01-17 05:00:00,35848.25,36009.42,35475.14,35547.13,2900.407945,2021-01-17 05:59:59.999,103507618.16636457,68297,1292.568687,46142665.28656242
2021-01-17 06:00:00,35547.12,35733.23,35034.96,35390.8,4077.705444,2021-01-17 06:59:59.999,144053986.81128708,84419,1762.609518,62293524.58439225
2021-01-17 07:00:00,35390.8,35530.0,34518.04,34760.9,5014.082485,2021-01-17 07:59:59.999,175408790.13568947,99290,2124.19679,74357513.18585806
2021-01-17 08:00:00,34760.91,34834.41,34300.0,34732.83,5641.050217,2021-01-17 08:59:59.999,194956387.86675456,112432,2733.289756,94489103.56729384
2021-01-17 09:00:00,34732.08,35188.0,34000.0,34176.77,5570.231297,2021-01-17 09:59:59.999,192698146.55056792,108778,2619.469375,90658661.30071937
2021-01-17 10:00:00,34176.78,35147.84,33850.0,34818.0,5718.029049,2021-01-17 10:59:59.999,197387959.52060658,106160,3011.336037,104059630.69026929
2021-01-17 11:00:00,34816.26,35400.0,34727.85,35267.17,3861.659694,2021-01-17 11:59:59.999,135399244.3716931,79936,1736.68097,60903773.65504362
2021-01-17 12:00:00,35270.0,35545.34,34695.46,35124.69,3962.002679,2021-01-17 12:59:59.999,139632993.37884855,79678,1847.632148,65131007.70656315
2021-01-17 13:00:00,35124.07,35500.0,34786.76,34841.83,2919.101064,2021-01-17 13:59:59.999,102737842.55470297,71419,1428.306179,50278587.30064365
2021-01-17 14:00:00,34841.82,35243.64,34666.0,34750.02,2849.001966,2021-01-17 14:59:59.999,99574705.549928,70822,1445.988128,50544082.45977569
2021-01-17 15:00:00,34750.02,35973.89,34750.01,35728.47,4341.235449,2021-01-17 15:59:59.999,154518610.30102426,98607,2360.221102,83998148.50677575
2021-01-17 16:00:00,35728.47,36166.47,35589.35,35910.07,3578.888951,2021-01-17 16:59:59.999,128512404.66708662,85740,1947.548282,69937489.71982178
2021-01-17 17:00:00,35914.98,36123.14,35603.01,35837.22,2191.923305,2021-01-17 17:59:59.999,78599736.12711191,60258,1152.322087,41321755.02532894
2021-01-17 18:00:00,35837.22,35920.63,35625.4,35678.67,1484.556842,2021-01-17 18:59:59.999,53084102.72106789,47902,806.410968,28836727.69393613
2021-01-17 19:00:00,35676.58,36000.0,35514.99,35633.91,2043.037186,2021-01-17 19:59:59.999,73207372.57995978,57800,1072.679261,38437112.60940556
2021-01-17 20:00:00,35633.9,36099.0,35559.84,36072.99,1917.722247,2021-01-17 20:59:59.999,68718611.05380224,54608,997.570907,35751159.67099339
2021-01-17 21:00:00,36073.88,36852.5,36073.87,36542.96,3878.402824,2021-01-17 21:59:59.999,141647926.97089064,90548,2174.172828,79388133.99001613
2021-01-17 22:00:00,36542.97,36700.0,36000.39,36181.16,2247.453044,2021-01-17 22:59:59.999,81931988.77622475,68903,1152.194846,42011748.13054775
2021-01-17 23:00:00,36181.16,36417.51,35506.0,35828.61,3344.525693,2021-01-17 23:59:59.999,120685528.51759374,67137,1514.938728,54718833.48528231
2021-01-18 00:00:00,35824.99,36016.7,35551.81,35964.2,3323.901139,2021-01-18 00:59:59.999,119159712.1449853,63319,1606.905133,57614951.95602508
2021-01-18 01:00:00,35964.19,36180.0,35605.22,36125.44,2560.955564,2021-01-18 01:59:59.999,91877670.63162021,57197,1322.132094,47415054.10178436
2021-01-18 02:00:00,36125.43,36208.0,35681.96,35764.66,2306.027566,2021-01-18 02:59:59.999,82867811.651036,60994,1157.290791,41596065.11737584
2021-01-18 03:00:00,35764.6,35847.18,34842.99,35106.25,4674.316954,2021-01-18 03:59:59.999,164878873.04280484,93982,1544.601072,54470419.4752317
2021-01-18 04:00:00,35108.27,35313.9,34908.8,35132.11,1922.624472,2021-01-18 04:59:59.999,67496976.81593762,53315,871.846683,30612537.81032757
2021-01-18 05:00:00,35132.11,35477.06,34800.0,35344.5,2494.063151,2021-01-18 05:59:59.999,87599615.70178966,57881,1148.89187,40354532.34420341
2021-01-18 06:00:00,35344.5,35464.04,35072.69,35195.45,1597.768436,2021-01-18 06:59:59.999,56300358.51333952,45158,759.070177,26751405.12726972
2021-01-18 07:00:00,35195.44,36278.68,35160.3,36104.61,3917.131562,2021-01-18 07:59:59.999,140822622.63867727,86613,1950.343157,70090823.84607676
2021-01-18 08:00:00,36100.55,36450.0,36073.13,36233.19,2494.364151,2021-01-18 08:59:59.999,90400248.17710538,66340,1332.561386,48287025.73379767
2021-01-18 09:00:00,36233.19,36650.0,36204.15,36574.61,3077.327292,2021-01-18 09:59:59.999,112164683.74681693,73640,1632.272718,59494150.02425426
2021-01-18 10:00:00,36574.63,36633.5,36123.53,36216.63,2686.93417,2021-01-18 10:59:59.999,97510153.01232436,69740,1357.398644,49264228.83971603
2021-01-18 11:00:00,36216.63,36537.0,35771.6,36442.08,3460.541947,2021-01-18 11:59:59.999,124848234.70607834,79307,1736.568149,62641263.75389621
2021-01-18 12:00:00,36443.91,37469.83,36385.0,36981.4,8243.844243,2021-01-18 12:59:59.999,305775908.81808937,144888,4863.24389,180322426.5141722
2021-01-18 13:00:00,36981.4,37050.0,36705.0,36766.78,4234.618101,2021-01-18 13:59:59.999,156297533.65120047,82229,2534.628578,93612565.99943434
2021-01-18 14:00:00,36764.94,36985.0,36047.89,36449.71,3586.759986,2021-01-18 14:59:59.999,130920505.91913582,84095,1736.076128,63349921.4859453
2021-01-18 15:00:00,36449.71,36600.78,36122.0,36405.98,2041.284624,2021-01-18 15:59:59.999,74258390.05881229,77583,980.463946,35670262.49537307
2021-01-18 16:00:00,36405.99,36565.0,35831.88,36184.31,2789.035791,2021-01-18 16:59:59.999,100823529.48199534,91494,1375.943472,49748332.70050728
2021-01-18 17:00:00,36184.31,36300.0,35400.0,35675.28,3638.798654,2021-01-18 17:59:59.999,129994205.62275857,91631,1696.628784,60627024.14361091
2021-01-18 18:00:00,35675.29,35889.99,35532.32,35755.62,2134.487969,2021-01-18 18:59:59.999,76289046.58898848,68693,1035.277866,37005168.8600977
2021-01-18 19:00:00,35755.62,36065.0,35695.7,35956.14,2040.507553,2021-01-18 19:59:59.999,73280693.30042997,57131,946.076072,33978503.11621751
2021-01-18 20:00:00,35951.83,36400.0,35755.01,36102.79,2370.494127,2021-01-18 20:59:59.999,85609502.56222758,54395,1332.897742,48150352.06874821
2021-01-18 21:00:00,36102.79,36296.9,35960.0,36198.01,1386.554874,2021-01-18 21:59:59.999,50126918.85569934,42491,664.890712,24040239.999287
2021-01-18 22:00:00,36198.01,36529.0,36154.65,36470.06,1403.435027,2021-01-18 22:59:59.999,51014701.39896737,46332,820.93816,29849178.95171802
2021-01-18 23:00:00,36472.46,36777.77,36271.18,36631.27,2312.341397,2021-01-18 23:59:59.999,84525363.48357894,59318,1214.558824,44400752.70145878
2021-01-19 00:00:00,36622.46,36916.66,36364.43,36676.89,2733.810333,2021-01-19 00:59:59.999,100190042.59582774,70989,1346.26085,49334299.94502281
2021-01-19 01:00:00,36676.89,37280.0,36644.7,36922.44,6704.659127,2021-01-19 01:59:59.999,247774070.39497733,129108,3846.572052,142188203.13944054
2021-01-19 02:00:00,36922.44,37014.19,36579.94,36804.11,3367.186613,2021-01-19 02:59:59.999,123941502.601604,78744,1744.121883,64193813.99868738
2021-01-19 03:00:00,36804.1,36846.06,36416.52,36465.3,2526.732442,2021-01-19 03:59:59.999,92552256.07429785,61311,1298.45559,47563786.05688627
2021-01-19 04:00:00,36468.31,36648.92,36233.0,36284.71,2229.694328,2021-01-19 04:59:59.999,81295530.87574036,51230,1010.414375,36848451.16460083
2021-01-19 05:00:00,36284.71,36538.46,36018.09,36251.18,2305.607827,2021-01-19 05:59:59.999,83784612.18185242,56140,934.13984,33946658.77044831
2021-01-19 06:00:00,36249.37,36753.31,36002.01,36599.55,2938.256367,2021-01-19 06:59:59.999,107273641.64034685,64862,1415.020292,51681856.6586055
2021-01-19 07:00:00,36599.55,37233.87,36470.62,37168.82,3825.667757,2021-01-19 07:59:59.999,140889599.49682015,92154,1964.402457,72372674.30573714
2021-01-19 08:00:00,37167.92,37535.27,36897.07,37197.72,5687.62709,2021-01-19 08:59:59.999,211869865.95048484,107619,3034.970641,113065745.48353332
2021-01-19 09:00:00,37197.71,37448.41,37000.08,37040.04,3275.36236,2021-01-19 09:59:59.999,122030475.06305307,71236,1724.206234,64244428.73524604
2021-01-19 10:00:00,37040.05,37299.51,36750.0,37110.6,3322.075118,2021-01-19 10:59:59.999,123049352.32166824,69834,1328.510851,49207075.68565862
2021-01-19 11:00:00,37110.6,37269.0,36811.83,37266.49,2885.730909,2021-01-19 11:59:59.999,106901741.58528574,77599,1402.454837,51962298.25692514
2021-01-19 12:00:00,37263.73,37449.0,36610.0,36782.17,4108.414966,2021-01-19 12:59:59.999,152278198.146344,92100,1730.49855,64163858.18672526
2021-01-19 13:00:00,36782.16,37146.87,36782.16,37082.52,2645.546491,2021-01-19 13:59:59.999,97792760.6528174,67581,1324.553637,48961142.08308718
2021-01-19 14:00:00,37082.52,37263.49,36913.62,36992.33,2406.250417,2021-01-19 14:59:59.999,89277069.58574516,64703,1069.518138,39705332.19867843
2021-01-19 15:00:00,36992.32,37350.0,36776.5,37329.4,2806.434853,2021-01-19 15:59:59.999,104106538.97294503,66943,1404.233615,52115774.51995613
2021-01-19 16:00:00,37329.4,37850.0,37203.97,37366.1,5147.020156,2021-01-19 16:59:59.999,193314306.96778086,126543,2869.303652,107761235.79806878
2021-01-19 17:00:00,37366.09,37522.8,37015.0,37162.4,2476.825643,2021-01-19 17:59:59.999,92216774.40900947,78320,1214.504954,45227795.62240386
2021-01-19 18:00:00,37162.4,37162.4,36500.0,36500.0,3818.662383,2021-01-19 18:59:59.999,140689545.7603749,118795,1692.17083,62377256.77651533
2021-01-19 19:00:00,36500.0,36800.0,36052.04,36279.82,4162.251559,2021-01-19 19:59:59.999,151554221.3288901,114988,1957.58787,71291448.04910801
2021-01-19 20:00:00,36281.66,36596.17,36100.0,36436.26,2878.69976,2021-01-19 20:59:59.999,104712135.13559803,79424,1352.606326,49213231.43077645
2021-01-19 21:00:00,36436.26,36777.88,36381.91,36452.22,2721.214724,2021-01-19 21:59:59.999,99532432.86427794,71077,1212.268318,44337485.23711049
2021-01-19 22:00:00,36452.22,36769.23,36325.63,36632.82,1252.401875,2021-01-19 22:59:59.999,45792766.57334137,51288,625.769049,22887232.3738315
2021-01-19 23:00:00,36632.82,36722.71,35844.06,35891.49,3385.174671,2021-01-19 23:59:59.999,122529058.16513123,76783,1202.136779,43584625.374916
2021-01-20 00:00:00,35901.94,36350.0,35610.17,36314.04,3376.908018,2021-01-20 00:59:59.999,121611981.70825794,76065,1698.153153,61156956.2267112
2021-01-20 01:00:00,36313.94,36415.31,36000.0,36105.27,2185.603813,2021-01-20 01:59:59.999,79107661.4239321,70193,1077.487751,39004567.83224275
2021-01-20 02:00:00,36105.27,36125.86,35708.08,36080.9,2649.687175,2021-01-20 02:59:59.999,95147817.46514127,69392,1282.473303,46066789.90461259
2021-01-20 03:00:00,36080.9,36100.0,35000.0,35062.49,5563.392878,2021-01-20 03:59:59.999,197187021.19787028,124477,2272.896408,80605174.15458207
2021-01-20 04:00:00,35062.49,35440.0,34737.0,35251.36,4580.640046,2021-01-20 04:59:59.999,160879898.10346282,108135,2104.063926,73956001.12289178
2021-01-20 05:00:00,35252.03,35500.01,35192.87,35477.18,2705.036018,2021-01-20 05:59:59.999,95634099.26116358,71627,1199.810191,42430522.42932393
2021-01-20 06:00:00,35477.18,35909.95,35133.68,35262.93,3973.879045,2021-01-20 06:59:59.999,140868658.81284165,86408,1785.623817,63336669.13924939
2021-01-20 07:00:00,35262.92,35884.79,35200.0,35677.14,2748.948678,2021-01-20 07:59:59.999,97892499.61234258,79497,1386.648005,49379610.93213742
2021-01-20 08:00:00,35672.86,35939.12,35350.46,35475.45,2722.805386,2021-01-20 08:59:59.999,96980265.92600699,86204,1293.439093,46069195.51314113
2021-01-20 09:00:00,35475.46,35566.8,34500.0,34801.83,5641.773786,2021-01-20 09:59:59.999,197316362.1189346,120493,2607.870751,91216916.63868137
2021-01-20 10:00:00,34801.46,34979.59,34345.11,34721.51,5228.272141,2021-01-20 10:59:59.999,181383448.50979844,128848,2720.337362,94408050.83412549
2021-01-20 11:00:00,34721.5,34867.99,34000.0,34426.17,5516.474242,2021-01-20 11:59:59.999,189555636.6847976,139619,2482.039512,85314827.40123212
2021-01-20 12:00:00,34426.17,34797.73,34020.0,34717.66,4980.587479,2021-01-20 12:59:59.999,171988282.93936077,121366,2574.474273,88944358.51221263
2021-01-20 13:00:00,34717.66,34983.77,34210.0,34958.56,3863.832886,2021-01-20 13:59:59.999,133781075.3798411,104474,1813.888789,62833859.54875768
2021-01-20 14:00:00,34958.56,35142.18,34800.14,34873.96,3575.829075,2021-01-20 14:59:59.999,125026667.28062037,84043,1635.955819,57189524.59525745
2021-01-20 15:00:00,34875.87,35049.96,34067.16,34192.17,3689.935923,2021-01-20 15:59:59.999,127624139.98722324,89817,1638.373688,56695477.13228186
2021-01-20 16:00:00,34193.11,34733.0,33400.0,34693.65,9164.626299,2021-01-20 16:59:59.999,312303193.1756653,175841,4045.278247,137920325.77367833
2021-01-20 17:00:00,34694.65,35100.01,34558.25,34849.99,3580.941356,2021-01-20 17:59:59.999,124627004.47361672,89168,1909.511714,66478899.60394461
2021-01-20 18:00:00,34843.52,35266.72,34765.24,35250.61,2311.693069,2021-01-20 18:59:59.999,80828379.6620662,73056,1216.491869,42547920.77330436
2021-01-20 19:00:00,35250.39,35311.0,34851.23,35197.12,2620.953765,2021-01-20 19:59:59.999,92029638.11022864,67359,1406.957591,49407891.56166645
2021-01-20 20:00:00,35197.12,35318.39,34734.97,34957.15,1987.730256,2021-01-20 20:59:59.999,69621129.92197612,74431,955.365405,33465910.76386969
2021-01-20 21:00:00,34957.15,35110.82,34482.75,34892.89,2130.648407,2021-01-20 21:59:59.999,74053301.33840013,61510,1075.476547,37388219.82147555
2021-01-20 22:00:00,34892.9,35100.0,34748.09,34954.86,1119.622182,2021-01-20 22:59:59.999,39153067.93844396,47851,568.325002,19877160.96407081
2021-01-20 23:00:00,34955.94,35670.0,34798.39,35468.23,3448.600995,2021-01-20 23:59:59.999,122119862.48878375,84665,1795.691861,63595137.25701945
2021-01-21 00:00:00,35468.23,35600.0,35077.35,35293.21,2017.772003,2021-01-21 00:59:59.999,71244148.5122469,62415,1021.631178,36087350.09733232
2021-01-21 01:00:00,35293.21,35384.2,34622.5,34784.69,2831.353226,2021-01-21 01:59:59.999,98887264.92537901,74678,1262.776228,44091985.16186371
2021-01-21 02:00:00,34784.69,34831.42,34364.75,34560.12,3087.999818,2021-01-21 02:59:59.999,106807489.54912612,69030,1554.619185,53775405.4199512
2021-01-21 03:00:00,34560.11,34821.6,34230.76,34571.09,3058.583037,2021-01-21 03:59:59.999,105595669.67910814,70428,1473.750774,50892519.05477928
2021-01-21 04:00:00,34572.42,34923.07,34160.05,34246.48,3255.930557,2021-01-21 04:59:59.999,112476080.0298214,76518,1539.428683,53190056.10502087
2021-01-21 05:00:00,34247.92,34619.66,33971.41,34562.7,3522.778227,2021-01-21 05:59:59.999,120817978.88212673,92193,1599.658989,54904740.12478541
2021-01-21 06:00:00,34562.69,34805.16,34500.36,34661.83,2361.033751,2021-01-21 06:59:59.999,81807739.72141545,75006,1199.460498,41562588.31422136
2021-01-21 07:00:00,34661.83,35019.01,34550.0,34624.27,2505.293449,2021-01-21 07:59:59.999,87147969.00878534,63295,1228.593912,42741599.36104081
2021-01-21 08:00:00,34624.27,34681.73,33195.0,33239.0,7574.112319,2021-01-21 08:59:59.999,256464070.98831367,156722,3171.307354,107516947.59598245
2021-01-21 09:00:00,33237.74,33500.0,32540.0,32878.33,10141.568806,2021-01-21 09:59:59.999,334459993.1011484,203209,4561.518331,150456181.9534032
2021-01-21 10:00:00,32880.08,33067.87,32009.68,32826.62,7957.206549,2021-01-21 10:59:59.999,259185487.08244076,168066,3798.642341,123773284.11724001
2021-01-21 11:00:00,32826.63,33000.0,32153.16,32208.62,6499.198398,2021-01-21 11:59:59.999,211753312.32663697,125838,3204.187711,104419502.87409633
2021-01-21 12:00:00,32206.89,32693.16,31300.0,32475.34,10991.830046,2021-01-21 12:59:59.999,351602776.61161554,210145,4995.907448,159923479.15384346
2021-01-21 13:00:00,32474.48,32784.31,32200.0,32304.44,4837.423551,2021-01-21 13:59:59.999,157188043.77176228,111987,2473.438101,80383165.63062023
2021-01-21 14:00:00,32306.39,32450.0,31037.0,31180.19,10854.173628,2021-01-21 14:59:59.999,343341285.9540247,195527,5307.017957,167967184.251897
2021-01-21 15:00:00,31181.74,32047.4,31060.81,31384.09,7812.917753,2021-01-21 15:59:59.999,246568404.98001048,160355,3964.480557,125218094.59949896
2021-01-21 16:00:00,31384.19,32210.38,31050.0,31083.5,7922.457513,2021-01-21 16:59:59.999,251118366.3481864,152038,3639.739155,115545814.09881622
2021-01-21 17:00:00,31084.98,32006.43,31038.51,31912.38,4587.716597,2021-01-21 17:59:59.999,144988372.99906576,108210,2374.036579,75112391.40357298
2021-01-21 18:00:00,31912.37,32101.0,31432.64,31742.68,3560.625853,2021-01-21 18:59:59.999,113025685.87936468,83931,1872.010613,59456743.65825674
2021-01-21 19:00:00,31744.26,32751.24,31600.0,32468.66,5995.575742,2021-01-21 19:59:59.999,194294216.9757261,130883,2972.32121,96300929.09307729
2021-01-21 20:00:00,32468.66,32550.0,31862.69,31883.01,4446.733675,2021-01-21 20:59:59.999,143406305.30422065,92561,1814.441243,58508525.20428002
2021-01-21 21:00:00,31880.9,32131.52,31200.0,31229.71,4096.665079,2021-01-21 21:59:59.999,129806970.95052315,79250,1825.165463,57897971.7288206
2021-01-21 22:00:00,31224.71,31249.02,30071.0,30913.18,9566.504172,2021-01-21 22:59:59.999,293192620.8055537,198964,3536.588374,108389286.36409143
2021-01-21 23:00:00,30913.17,31571.88,30579.48,30850.13,5518.622909,2021-01-21 23:59:59.999,171603332.11762324,120256,2865.488564,89124771.25270078
2021-01-22 00:00:00,30851.99,30863.98,29223.03,29528.31,16556.096185,2021-01-22 00:59:59.999,494734301.8622502,257851,7490.348967,223742028.4483014
2021-01-22 01:00:00,29524.48,30436.26,28850.0,30068.29,17679.880477,2021-01-22 01:59:59.999,523137082.67972785,257625,8588.396638,254114235.14214405
2021-01-22 02:00:00,30068.29,30849.98,29781.2,30710.91,8224.70597,2021-01-22 02:59:59.999,250104284.40121874,153325,4154.344275,126324892.96417764
2021-01-22 03:00:00,30710.92,31029.79,30282.97,30943.4,4353.710255,2021-01-22 03:59:59.999,133375842.77548401,94621,2257.371161,69178850.32926977
2021-01-22 04:00:00,30943.4,31414.0,30753.27,30919.6,5349.741131,2021-01-22 04:59:59.999,166190726.32666314,103652,2433.86826,75616126.17399213
2021-01-22 05:00:00,30919.59,31924.44,30711.66,31800.93,5843.711427,2021-01-22 05:59:59.999,184028420.5113288,97216,2954.254318,92987757.57327703
2021-01-22 06:00:00,31814.81,32152.9,31500.26,31542.75,5707.043253,2021-01-22 06:59:59.999,181417832.9572704,101619,2327.264402,74020366.79427423
2021-01-22 07:00:00,31542.6,31878.2,30615.22,30842.45,5871.330171,2021-01-22 07:59:59.999,182994945.92512727,113549,2627.260925,81919904.41999024
